0,0,0,0.00E+00,0,0,0,0,0.00E+00,0,0
105.781,5.05,1340,2.41E+02,0,244.4493147,13.34035687,650.5315844,1.61E+02,-0.567268167,0
0.019800012,6.19E-08,0.373,7.52E-02,0,1.407304426,1.80E-07,41.0185873,7.36E+00,-0.985930541,0
2.46E-06,0,2.67E-05,6.02E-06,0,1.88E-07,0,1.69E-06,4.29E-07,0.923516628,0
5.40E-05,2.48E-05,8.84E-05,1.21E-05,0,5.28E-05,4.02E-05,7.65E-05,8.71E-06,0.022837477,0
0,0,0,0.00E+00,0,2.640741815,0,26.40741815,7.92E+00,-1,0
0.056856333,2.78E-05,0.423,9.18E-02,0,0.140338044,0.001614296,0.812749509,1.94E-01,-0.594861581,0
20.93666667,20.7,21,7.52E-02,0,20.92325208,20.78271687,20.98130147,5.61E-02,0.000640722,0
9.820666667,3.37,20.7,3.85E+00,0,10.78074903,3.994391963,19.01684862,4.01E+00,-0.089055256,0
0,0,0,0.00E+00,0,0.000246535,0,0.00739604,1.33E-03,-1,0
8.620333333,4.03,13.9,2.53E+00,0,13.83697703,6.844440876,21.88908414,4.22E+00,-0.37700747,0
7.946333333,3.24,11,2.00E+00,0,14.73577201,6.9647134,23.88823597,4.25E+00,-0.460745367,0
11.12566667,2.07,34.7,7.20E+00,0,24.51392783,5.125121684,50.44754293,1.36E+01,-0.546149163,0
1235.033333,168,2350,5.30E+02,0,1496.749092,714.9615641,2779.668095,5.06E+02,-0.174856133,0
1033.3,412,1770,3.65E+02,0,1499.729009,666.7600522,2211.623865,3.68E+02,-0.31100886,0
0.023651333,0.00243,0.199,3.60E-02,0,0.008563034,0.002956723,0.017542836,3.54E-03,0.637947088,0
38.53,34.6,44.9,2.80E+00,0,46.10318057,39.08457567,57.11400938,4.51E+00,-0.164265903,0
41.60666667,34.7,52.2,4.53E+00,0,48.9102682,41.96107378,67.17375829,5.90E+00,-0.149326548,0
1.944966667,0.849,3.17,4.56E-01,0,1.958898518,1.15744262,2.410791954,2.73E-01,-0.007112084,0
10.82866667,8.62,15,1.79E+00,0,11.0070285,8.429856412,15,1.73E+00,-0.016204359,0
336.5333333,200,444,7.45E+01,0,368.4387375,200,443.5441417,7.71E+01,-0.086596226,0
1123.933333,491,2320,3.91E+02,0,1513.896512,552.0292275,2425.189819,4.30E+02,-0.25758906,0
1158.266667,579,1820,2.74E+02,0,1879.194053,1269.753591,2822.440911,4.21E+02,-0.383636477,0
210.5,200,244,1.63E+01,0,206.6697127,200.0026888,262.4305442,1.58E+01,0.018196139,0
268,240,303,1.39E+01,0,265.8861661,241.781732,301.5184223,1.33E+01,0.00788744,0
246.9666667,200,327,5.41E+01,0,252.6512575,200.0000109,331.0913817,5.68E+01,-0.022499753,0
535.2,300,790,1.51E+02,0,468.7727496,300.0273423,700.3057641,1.45E+02,0.124116686,0
300,300,300,0.00E+00,0,300,300,300,0.00E+00,-4.18E-12,0
